-8.000000000000000000e+01,-2.307190415305570511e-03,-2.577627580463887763e-03
-7.995000000000000284e+01,-2.249521399901999955e-03,-2.643292171310605235e-03
-7.990000000000000568e+01,-2.190030990121586644e-03,-2.707709033230277888e-03
-7.984999999999999432e+01,-2.128744969690100908e-03,-2.770828709247131431e-03
-7.979999999999999716e+01,-2.065690440762086785e-03,-2.832602239437789510e-03
-7.975000000000000000e+01,-2.000895815442990840e-03,-2.892981195502478554e-03
-7.970000000000000284e+01,-1.934390806418739969e-03,-2.951917715228007978e-03
-7.965000000000000568e+01,-1.866206416692514506e-03,-3.009364536820075854e-03
-7.959999999999999432e+01,-1.796374928429400088e-03,-3.065275033082054141e-03
-7.954999999999999716e+01,-1.724929890910142363e-03,-3.119603245417286192e-03
-7.950000000000000000e+01,-1.651906107595456277e-03,-3.172303917632296119e-03
-7.945000000000000284e+01,-1.577339622303589386e-03,-3.223332529517667754e-03
-7.940000000000000568e+01,-1.501267704503720041e-03,-3.272645330183902163e-03
-7.934999999999999432e+01,-1.423728833728784334e-03,-3.320199371129308082e-03
-7.929999999999999716e+01,-1.344762683111873271e-03,-3.365952539016891631e-03
-7.925000000000000000e+01,-1.264410102050529585e-03,-3.409863588137639675e-03
-7.920000000000000284e+01,-1.182713098004612405e-03,-3.451892172537073845e-03
-7.915000000000000568e+01,-1.099714817433228645e-03,-3.491998877782568050e-03
-7.909999999999999432e+01,-1.015459525877226120e-03,-3.530145252348624359e-03
-7.904999999999999716e+01,-9.299925871943887437e-04,-3.566293838597512939e-03
-7.900000000000000000e+01,-8.433604419545439549e-04,-3.600408203332949690e-03
-7.895000000000000284e+01,-7.556105850032358330e-04,-3.632452967904213799e-03
-7.890000000000000568e+01,-6.667915422023676592e-04,-3.662393837838711502e-03
-7.884999999999999432e+01,-5.769528463572573236e-04,-3.690197631980780737e-03
-7.879999999999999716e+01,-4.861450123401704453e-04,-3.715832311114868319e-03
-7.875000000000000000e+01,-3.944195114204400877e-04,-3.739267006051445914e-03
-7.870000000000000284e+01,-3.018287448127633015e-04,-3.760472045153992905e-03
-7.865000000000000568e+01,-2.084260164549455873e-04,-3.779418981285882946e-03
-7.859999999999999432e+01,-1.142655050274319202e-04,-3.796080618156018847e-03
-7.854999999999999716e+01,-1.940223522755231579e-05,-3.810431036042379559e-03
-7.850000000000000000e+01,7.610795168857703325e-05,-3.822445616872957933e-03
-7.845000000000000284e+01,1.722084280820566210e-04,-3.832101068643731408e-03
-7.840000000000000568e+01,2.688418108110581287e-04,-3.839375449153649943e-03
